Company Name;Ticker;Exchange;Sector;Industry;Market Cap (mil);s/o;52W High;52W Low;P;EPS0;EPS1;EPS2;RG;PE0;PE1;PE2;EG1;EG2;PEG1;PEG2;52W Range
Chewy;CHWY;NYSE;Retail-Wholesale;Internet - Commerce;10957,51;418,39;29,99;14,99;26,19;0,58;1,14;1,23;10,39;45,16;22,97;21,29;97%;8%;0,24;2,7;100%
TTM Technologies;TTMI;NSDQ;Computer and Technology;Electronics - Miscellaneous Components;1749,49;101,95;22,41;11,21;17,16;1,29;1,54;1,87;-10,52;13,3;11,14;9,18;19%;21%;0,57;0,43;100%
Teradata;TDC;NYSE;Computer and Technology;Computer- Storage Devices;2633,14;96,1;48,99;24,51;27,4;2,02;2,24;2,42;2,12;13,56;12,23;11,32;11%;8%;1,12;1,41;100%
ARKO;ARKO;NSDQ;Consumer Staples;Consumer Products - Staples;700,42;115,77;8,36;4,19;6,05;0,29;0,31;0,32;2,95;20,86;19,52;18,91;7%;3%;2,83;5,86;100%
NextDecade;NEXT;NSDQ;Oils-Energy;Oil and Gas - Production Pipeline - MLB;1209,99;257,99;8,32;4,17;4,69;-1,31;-0,13;-0,77;;-3,58;-36,08;-6,09;-90%;492%;0,4;-0,01;100%
Envista;NVST;NYSE;Medical;Medical - Products;2998,73;171,95;30,52;15,3;17,44;1,58;0,69;1,08;-0,1;11,04;25,28;16,15;-56%;57%;-0,45;0,29;99%
AZEK;AZEK;NYSE;Construction;Building Products - Air Conditioner and Heating;5946,99;144,7;50,22;25,18;41,1;0,68;1,18;1,4;1,09;60,44;34,83;29,36;74%;19%;0,47;1,57;99%
DigitalBridge Group;DBRG;NYSE;Finance;REIT and Equity Trust;2002,93;173,87;20,71;11,52;11,52;0,35;0,48;0,6;31,27;32,91;24;19,2;37%;25%;0,65;0,77;80%
Loma Negra Compania Industrial Argentina;LOMA;NYSE;Construction;Building Products - Home Builders;840,49;116,74;7,68;5,7;7,2;1,01;0,79;0,76;40,95;7,13;9,11;9,47;-22%;-4%;-0,42;-2,49;35%
Tronox;TROX;NYSE;Basic Materials;Chemical - Diversified ;1953,46;157,92;20,29;10,19;12,37;0,18;0,44;1,24;-17,49;68,72;28,11;9,98;144%;182%;0,19;0,05;99%
Turkcell Iletisim Hizmetleri;TKC;NYSE;Computer and Technology;Wireless Non-US ;6160;880;8,2;4,12;7;0,75;0,34;0,53;40,82;9,33;20,59;13,21;-55%;56%;-0,38;0,24;99%
Elekta;EKTAY;OTC;Medical;Medical - Instruments;2412,65;383,57;8,54;5,86;6,29;0,41;0,4;0,46;5,55;15,34;15,73;13,67;-2%;15%;-6,45;0,91;46%
HomeTrust Bancshares;HTBI;NSDQ;Finance;Banks - Southeast;597,92;17,5;36,46;19,68;34,17;;3,18;3,04;40,48;;10,75;11,24;;-4%;;-2,55;85%
Ryerson;RYI;NYSE;Basic Materials;Steel - Producers;602,28;33,2;35,74;18,02;18,14;3,6;;;-19,21;5,04;;;;;;;98%
WEBTOON Entertainment Inc,;WBTN;NSDQ;Computer and Technology;Internet - Software;1561,08;128,27;23,85;12,03;12,17;;-1,3;0,06;;;-9,36;202,83;;-105%;;-1,94;98%
ELEMENTIS;ELMTY;OTC;Basic Materials;Chemical - Specialty;1293,37;147,65;8,76;5,85;8,76;0,47;0,46;0,54;-3,12;18,64;19,04;16,22;-2%;17%;-8,95;0,93;50%
FormFactor;FORM;NSDQ;Computer and Technology;Electronics - Semiconductors;3241,07;77,39;62,22;31,39;41,88;0,72;1,16;1,7;-11,34;58,17;36,1;24,64;61%;47%;0,59;0,53;98%
Yum China;YUMC;NYSE;Retail-Wholesale;Retail - Restaurants;12985,83;384,42;57,95;29,24;33,78;1,87;2,22;2,48;14,72;18,06;15,22;13,62;19%;12%;0,81;1,16;98%
Bloom Energy;BE;NYSE;Oils-Energy;Alternative Energy - Other;2265,05;227,64;17;8,58;9,95;-0,15;0,15;0,44;11,2;-66,33;66,33;22,61;-200%;193%;-0,33;0,12;98%
Electrolux;ELUXY;OTC;Consumer Discretionary;Household Appliances;2645,77;141,54;21,82;15,96;18,69;-0,04;-0,21;2,65;-5,25;-467,32;-89,01;7,05;425%;-1362%;-0,21;-0,01;37%
Silvercorp Metals;SVM;AMEX;Basic Materials;Mining - Miscellaneous;733,94;216,5;4,22;2,13;3,39;0,19;0,23;0,26;3,39;17,84;14,74;13,04;21%;13%;0,7;1;98%
Evercore;EVR;NYSE;Finance;Financial - Investment Bank;8973,98;38,34;250,39;126,39;234,09;6,07;10,35;16,51;-12,17;38,57;22,62;14,18;71%;60%;0,32;0,24;98%
Pan American Silver;PAAS;NYSE;Basic Materials;Mining - Silver;6759,08;363;24,18;12,21;18,62;0,21;0,59;1,27;54,95;88,67;31,56;14,66;181%;115%;0,17;0,13;98%
SentinelOne;S;NYSE;Computer and Technology;Computers - IT Services;6982,11;317,22;30;15,15;22,01;-0,3;0,03;0,19;47,13;-73,37;733,67;115,84;-110%;533%;-6,67;0,22;98%
Sonos;SONO;NSDQ;Consumer Discretionary;Audio Video Production;1402,51;121,01;19,51;9,86;11,59;0,94;;;-5,54;12,33;;;;;;;98%
Ally Financial;ALLY;NYSE;Finance;Financial - Consumer Loans;12025,5;303,98;45,01;22,76;39,56;3,07;3,51;5,68;-2,54;12,89;11,27;6,96;14%;62%;0,79;0,11;98%
OPKO Health;OPK;NSDQ;Medical;Medical - Instruments;1087,91;697,38;1,72;0,87;1,56;-0,25;-0,29;-0,26;-14,01;-6,24;-5,38;-6;16%;-10%;-0,34;0,58;98%
Metropolitan Bank Holding;MCB;NYSE;Finance;Banks - Northeast;564,12;11,19;56,64;30,26;50,4;7,11;6,03;7,19;40,36;7,09;8,36;7,01;-15%;19%;-0,55;0,36;87%
Tango Therapeutics;TNGX;NSDQ;Medical;Medical - Biomedical and Genetics;1166,8;107,14;12,88;6,52;10,89;-1,07;-1,27;-1,42;46,93;-10,18;-8,57;-7,67;19%;12%;-0,46;-0,65;98%
Arbor Realty Trust;ABR;NYSE;Finance;REIT and Equity Trust;2526,55;188,55;16,17;12,03;13,4;2,21;1,76;1,73;40,36;6,06;7,61;7,75;-20%;-2%;-0,37;-4,54;34%
Kosmos Energy;KOS;NYSE;Oils-Energy;Oil and Gas - Exploration and Production - International;1962,76;471,82;8,21;4,16;4,16;0,69;0,42;0,57;-26,01;6,03;9,9;7,3;-39%;36%;-0,25;0,2;97%
Ardmore Shipping;ASC;NYSE;Transportation;Transportation - Shipping;720,51;41,84;23,38;11,85;17,22;2,68;3,46;2,1;-11,16;6,43;4,98;8,2;29%;-39%;0,17;-0,21;97%
First Merchants;FRME;NSDQ;Finance;Banks - Midwest;2129,65;58,51;41,35;26,22;36,4;3,89;3,29;3,57;40,19;9,36;11,06;10,2;-15%;9%;-0,72;1,2;58%
Solaris Oilfield Infrastructure;SOI;NYSE;Oils-Energy;Oil and Gas - Field Services;503,18;44,02;13,26;6,73;11,43;0,75;0,57;0,71;-8,46;15,24;20,05;16,1;-24%;25%;-0,84;0,66;97%
Shift4 Payments;FOUR;NYSE;Business Services;Financial Transaction Services;6707,52;88,6;85,9;43,61;75,71;2,91;3,86;5,02;28,65;26,02;19,61;15,08;33%;30%;0,6;0,5;97%
New World Development Co,;NDVLY;OTC;Finance;Real Estate - Development;553,66;1258,32;1,07;0,38;0,44;0,15;0,07;0,09;39,86;2,93;6,29;4,89;-53%;29%;-0,12;0,17;182%
Seabridge Gold;SA;NYSE;Basic Materials;Mining - Gold;1427,96;89,42;18,56;9,43;15,97;-0,18;0,1;;;-88,72;159,7;#DIV/0!;-156%;-100%;-1,03;#DIV/0!;97%
PetIQ;PETQ;NSDQ;Medical;Medical - Products;913,01;29,89;30,59;15,55;30,55;1,14;1,37;1,8;19,58;26,8;22,3;16,97;20%;31%;1,11;0,54;97%
Erasca;ERAS;NSDQ;Medical;Medical - Biomedical and Genetics;807,96;282,5;3,28;1,67;2,86;-0,95;-0,91;-0,84;;-3,01;-3,14;-3,4;-4%;-8%;0,75;0,44;96%
Bicycle Therapeutics;BCYC;NSDQ;Medical;Medical - Biomedical and Genetics;975,68;47,5;26,1;13,29;20,54;-5,27;-3,18;-3,42;86,52;-3,9;-6,46;-6,01;-40%;8%;0,16;-0,8;96%
GigaCloud Technology Inc,;GCT;NSDQ;Business Services;Technology Services;707,72;41,36;43,15;7,69;17,11;2,02;2,67;3,29;43,62;8,47;6,41;5,2;32%;23%;0,2;0,22;461%
Olema Pharmaceuticals;OLMA;NSDQ;Medical;Medical - Biomedical and Genetics;677,46;57,27;17,14;8,73;11,83;-2,14;-1,51;-2,56;;-5,53;-7,83;-4,62;-29%;70%;0,27;-0,07;96%
Abivax SA Sponsored ADR;ABVX;NSDQ;Medical;Medical - Biomedical and Genetics;781,47;63,28;15,89;8,1;12,35;-2,41;-2,98;-2,9;;-5,12;-4,14;-4,26;24%;-3%;-0,18;1,59;96%
Ubiquiti;UI;NYSE;Computer and Technology;Wireless Equipment;11452,94;60,47;205,86;104,97;189,4;5,8;6,46;6,92;-0,62;32,66;29,32;27,37;11%;7%;2,58;3,84;96%
BGC Group;BGC;NSDQ;Finance;Financial - Investment Bank;4617,87;486,6;9,92;5,06;9,49;0,82;0,92;0,99;;11,57;10,32;9,59;12%;8%;0,85;1,26;96%
National CineMedia;NCMI;NSDQ;Business Services;Advertising and Marketing;645,11;96,57;6,95;3,55;6,68;0,26;-0,19;0,28;-33,71;25,69;-35,16;23,86;-173%;-247%;0,2;-0,1;96%
Sylvamo;SLVM;NYSE;Basic Materials;Paper and Related Products;3056,65;41;79,26;40,49;74,55;6,2;7,4;8,3;2,56;12,02;10,07;8,98;19%;12%;0,52;0,74;96%
Liberty Broadband;LBRDK;NSDQ;Consumer Discretionary;Cable Television;8662,3;142,85;94,32;48,19;60,64;5,89;9,05;10,1;0,62;10,3;6,7;6;54%;12%;0,12;0,52;96%
LouisianaPacific;LPX;NYSE;Construction;Building Products - Wood;6476,63;70,28;98,71;50,44;92,16;3,03;5,05;4,83;-33,03;30,42;18,25;19,08;67%;-4%;0,27;-4,38;96%
Li Ning Co,;LNNGY;OTC;Retail-Wholesale;Retail - Apparel and Shoes;4622,6;103,38;121,8;41,2;44,72;4,93;4,45;5,66;1,84;9,07;10,05;7,9;-10%;27%;-1,03;0,29;196%
Rambus;RMBS;NSDQ;Computer and Technology;Electronics - Semiconductors;4076,77;107,68;73,99;37,86;37,86;;1,82;2,48;1,39;;20,8;15,27;;36%;;0,42;95%
Archrock;AROC;NYSE;Oils-Energy;Oil and Gas - Field Services;3238,56;168,94;23,35;11,95;19,17;0,67;1,04;1,3;17,12;28,61;18,43;14,75;55%;25%;0,33;0,59;95%
Helmerich & Payne;HP;NYSE;Oils-Energy;Oil and Gas - Drilling;2996,24;98,75;45,96;30,34;30,34;4,12;3,57;3,47;39,51;7,36;8,5;8,74;-13%;-3%;-0,64;-3,12;51%
Avadel Pharmaceuticals;AVDL;NSDQ;Medical;Medical - Drugs;1394,96;96,27;18,82;9,64;14,49;-1,97;-0,5;0,59;;-7,36;-28,98;24,56;-75%;-218%;0,39;-0,11;95%
Goodyear;GT;NSDQ;Auto-Tires-Trucks;Rubber - Tires;2254,72;284,69;15;7,69;7,92;0,07;1,06;1,91;-3,55;113,14;7,47;4,15;1414%;80%;0,01;0,05;95%
Funko;FNKO;NSDQ;Consumer Discretionary;Consumer Products - Discretionary;518,36;53,94;10,63;5,45;9,61;-0,92;0;0,35;-17,13;-10,45;;27,46;;;;;95%
Liberty Broadband;LBRDA;NSDQ;Consumer Discretionary;Cable Television;8498,03;142,85;94,28;48,34;59,49;;;;0,62;;;;;;;;95%
Bright Horizons Family Solutions;BFAM;NYSE;Consumer Discretionary;Schools;7981,51;58,04;140,72;72,18;137,51;2,73;3,37;4,32;19,69;50,37;40,8;31,83;23%;28%;1,74;1,13;95%
MannKind;MNKD;NSDQ;Medical;Medical - Biomedical and Genetics;1630,72;274,99;6,33;3,25;5,93;-0,05;0,11;0,18;99,42;-118,6;53,91;32,94;-320%;64%;-0,17;0,52;95%
Sibanye Gold Limited;SBSW;NYSE;Basic Materials;Mining - Miscellaneous;2483,82;707,64;6,83;3,51;3,51;0,52;0,32;1,16;-26,94;6,75;10,97;3,03;-38%;263%;-0,29;0,01;95%
Revolve Group;RVLV;NYSE;Retail-Wholesale;Internet - Commerce;1474,7;70,63;24,36;12,52;20,88;0,37;0,56;0,68;-2,97;56,43;37,29;30,71;51%;21%;0,73;1,43;95%
Griffon;GFF;NYSE;Conglomerates;Diversified Operations;3074,52;49,26;74,71;38,4;62,41;4,35;4,82;5,78;-5,73;14,35;12,95;10,8;11%;20%;1,2;0,54;95%
DXP Enterprises;DXPE;NSDQ;Industrial Products;Manufacturing - General Industrial ;785,65;15,79;56,49;29,05;49,76;3,32;3,16;3,53;13,36;14,99;15,75;14,1;-5%;12%;-3,27;1,2;94%
Generac Holdings;GNRC;NYSE;Computer and Technology;Electronics - Power Generation;8397,92;60,15;159,78;82,2;139,61;5,44;6,49;8,13;-11,88;25,66;21,51;17,17;19%;25%;1,11;0,68;94%
Virtu Financial;VIRT;NSDQ;Finance;Financial - Miscellaneous Services;4852;155,86;31,44;16,19;31,13;1,98;2,96;2,96;-3,02;15,72;10,52;10,52;49%;0%;0,21;#DIV/0!;94%
Flywire Corporation;FLYW;NSDQ;Business Services;Financial Transaction Services;2185,84;125,26;32,68;15,39;17,45;-0,17;0,05;0,28;39,3;-102,65;349;62,32;-129%;460%;-2,7;0,14;112%
OCADO GROUP;OCDDY;OTC;Retail-Wholesale;Internet - Commerce;3641,53;415,7;20,86;7,07;8,76;-0,97;-0,9;-0,95;12,96;-9,03;-9,73;-9,22;-7%;6%;1,35;-1,66;195%
WAVE Life Sciences;WVE;NSDQ;Medical;Medical - Biomedical and Genetics;639,91;124,74;6,87;3,54;5,13;-0,58;-1,05;-1,13;3005,1;-8,84;-4,89;-4,54;81%;8%;-0,06;-0,6;94%
Paramount Global;PARAA;NSDQ;Consumer Discretionary;Media Conglomerates;14581,04;666,71;26,1;13,45;21,87;0,57;1,91;2,48;-1,66;38,37;11,45;8,82;235%;30%;0,05;0,3;94%
Crane Company;CR;NYSE;Industrial Products;Manufacturing - General Industrial ;8137,56;57,21;160,42;82,68;142,24;4,19;5,09;5,9;2,53;33,95;27,94;24,11;21%;16%;1,3;1,51;94%
Jeld-Wen;JELD;NYSE;Construction;Building Products - Wood;1127,8;84,54;21,42;11,04;13,34;1,5;1,48;1,73;-16,08;8,89;9,01;7,71;-1%;17%;-6,76;0,46;94%
Papa John's International;PZZA;NSDQ;Retail-Wholesale;Retail - Restaurants;1531,13;32,63;78,1;40,26;46,93;2,53;2,28;2,56;1,6;18,55;20,58;18,33;-10%;12%;-2,08;1,49;94%
Intellia Therapeutics;NTLA;NSDQ;Medical;Medical - Biomedical and Genetics;2003,14;101,58;38,25;19,72;19,72;-5,42;-5,46;-5,47;-30,4;-3,64;-3,61;-3,61;1%;0%;-4,89;-19,68;94%
Atmus Filtration Technologies Inc,;ATMU;NYSE;Industrial Products;Pollution Control;2715,85;83,36;35,85;18,5;32,58;2,24;2,33;2,47;4,23;14,54;13,98;13,19;4%;6%;3,48;2,2;94%
Itron;ITRI;NSDQ;Computer and Technology;Electronics - Testing Equipment;4349,7;44,96;110,04;56,81;96,74;2,87;4,54;4,69;21,06;33,71;21,31;20,63;58%;3%;0,37;6,24;94%
Wayfair;W;NYSE;Retail-Wholesale;Internet - Commerce;5260,83;123,46;74;38,21;42,61;-0,66;0,59;1,64;-1,76;-64,56;72,22;25,98;-189%;178%;-0,38;0,15;94%
Vertex;VERX;NSDQ;Computer and Technology;Internet - Software;5482,13;155,52;40,01;20,66;35,25;0,37;0,58;0,7;16,43;95,27;60,78;50,36;57%;21%;1,07;2,43;94%
Velocity Financial;VEL;NYSE;Finance;Financial - Mortgage & Related Services;637,69;33,11;19,34;10,78;19,26;1,45;1,91;1,96;29,59;13,28;10,08;9,83;32%;3%;0,32;3,75;79%
Tidewater;TDW;NYSE;Oils-Energy;Oil and Gas - Integrated - United States;3906,94;52,49;108,83;56,21;74,43;1,71;4,4;9,07;55,94;43,53;16,92;8,21;157%;106%;0,11;0,08;94%
Orthofix Medical;OFIX;NSDQ;Medical;Medical - Instruments;619,96;38,17;18,76;9,69;16,24;-0,14;-0,32;-0,13;62,06;-116;-50,75;-124,92;129%;-59%;-0,39;2,1;94%
JinkoSolar;JKS;NYSE;Oils-Energy;Solar;937,11;53,15;37,7;17,27;17,63;11,35;-0,42;0,88;38,02;1,55;-41,98;20,03;-104%;-310%;0,4;-0,06;118%
Halozyme Therapeutics;HALO;NSDQ;Medical;Medical - Biomedical and Genetics;7500,62;126,68;64,42;33,32;59,21;2,77;3,93;4,78;25,62;21,38;15,07;12,39;42%;22%;0,36;0,57;93%
Collegium Pharmaceutical;COLL;NSDQ;Medical;Medical - Drugs;1198,03;32,21;40,91;21,16;37,19;5,27;6,35;6,79;22,17;7,06;5,86;5,48;20%;7%;0,29;0,79;93%
Bloomin' Brands;BLMN;NSDQ;Retail-Wholesale;Retail - Restaurants;1430,89;84,97;29,72;15,38;16,84;2,84;2,08;2,27;5,77;5,93;8,1;7,42;-27%;9%;-0,3;0,81;93%
VSE;VSEC;NSDQ;Construction;Engineering - R and D Services;1530,89;18,42;93,59;48,47;83,11;3,29;3,06;4,61;-9,4;25,26;27,16;18,03;-7%;51%;-3,89;0,36;93%
Stride;LRN;NYSE;Consumer Discretionary;Schools;3440,2;43,28;83,77;43,39;79,49;4,55;5,05;5,64;11,03;17,47;15,74;14,09;11%;12%;1,43;1,21;93%
StoneCo;STNE;NSDQ;Computer and Technology;Internet - Software;3500,25;308,94;18,53;9,6;11,33;0,88;1,1;1,28;30,02;12,88;10,3;8,85;25%;16%;0,41;0,54;93%
LiveRamp;RAMP;NYSE;Business Services;Technology Services;1659,96;66,61;41,96;21,74;24,92;1,43;1,63;1,99;10,57;17,43;15,29;12,52;14%;22%;1,09;0,57;93%
Exact Sciences;EXAS;NSDQ;Medical;Medical - Biomedical and Genetics;10921,75;184,77;79,77;41,33;59,11;-1,39;-0,95;-0,06;19,93;-42,53;-62,22;-985,17;-32%;-94%;1,97;10,52;93%
Shenandoah Telecommunications Co;SHEN;NSDQ;Utilities;Diversified Communication Services;818,04;54,57;24,74;12,82;14,99;0,09;-0,42;-0,18;7,48;166,56;-35,69;-83,28;-567%;-57%;0,06;1,46;93%
Varonis Systems;VRNS;NSDQ;Computer and Technology;Security;5734,62;112,18;57,54;29,82;51,12;0,32;0,23;0,31;5,39;159,75;222,26;164,9;-28%;35%;-7,9;4,74;93%
AMN Healthcare Services;AMN;NYSE;Medical;Medical Services;1734,79;38;88,07;45,65;45,65;8,13;3,26;3,45;-27,73;5,62;14;13,23;-60%;6%;-0,23;2,27;93%
PattersonUTI Energy;PTEN;NSDQ;Oils-Energy;Oil and Gas - Drilling;3223,01;393,05;15,81;8,2;8,2;1,16;0,32;0,45;56,61;7,07;25,63;18,22;-72%;41%;-0,35;0,45;93%
CECO Environmental;CECO;NSDQ;Industrial Products;Pollution Control;866,32;34,96;30,93;13,74;24,78;0,72;0,93;1,41;28,92;34,42;26,65;17,57;29%;52%;0,91;0,34;125%
QuantumScape;QS;NYSE;Auto-Tires-Trucks;Automotive - Original Equipment;2717,83;506,11;9,3;4,83;5,37;-0,96;-0,91;-0,86;;-5,59;-5,9;-6,24;-5%;-5%;1,13;1,14;93%
Piedmont Office Realty Trust;PDM;NYSE;Finance;REIT and Equity Trust - Other;1170,56;124;9,76;5,07;9,44;1,75;1,5;1,5;2,48;5,39;6,29;6,29;-14%;0%;-0,44;#DIV/0!;93%
PBF Energy;PBF;NYSE;Oils-Energy;Oil and Gas - Refining and Marketing;3787,44;117,15;62,04;32,23;32,33;11,75;1,61;3,7;-18,16;2,75;20,08;8,74;-86%;130%;-0,23;0,07;92%
Aris Water Solutions;ARIS;NYSE;Business Services;Waste Removal Services;879,22;58,11;17,71;7,29;15,13;0,68;0,88;1,3;22,15;22,25;17,19;11,64;29%;48%;0,58;0,24;143%
Hamilton Lane;HLNE;NSDQ;Finance;Financial - Investment Management;7898,74;54,2;153,6;79,83;145,74;3,53;4,88;5,14;4,74;41,29;29,86;28,35;38%;5%;0,78;5,32;92%
Green Dot;GDOT;NYSE;Business Services;Financial Transaction Services;567,2;53,71;14,77;7,68;10,56;1,67;1,5;1,7;3,57;6,32;7,04;6,21;-10%;13%;-0,69;0,47;92%
Angi;ANGI;NSDQ;Computer and Technology;Internet - Content;1276,59;498,67;3;1,56;2,56;-0,09;0;0,06;-28,17;-28,44;;42,67;;;;;92%
American Superconductor;AMSC;NSDQ;Computer and Technology;Electronics - Miscellaneous Components;729,31;39,59;32,42;5,83;18,42;-0,08;0,31;0,49;37,42;-230,25;59,42;37,59;-488%;58%;-0,12;0,65;456%
Qifu Technology;QFIN;NSDQ;Business Services;Technology Services;3947,75;161,4;26,49;13,78;24,46;3,68;4,94;5,14;-4,4;6,65;4,95;4,76;34%;4%;0,14;1,18;92%
Adient;ADNT;NYSE;Auto-Tires-Trucks;Automotive - Original Equipment;1841,45;87,19;39,4;20,5;21,12;2,14;1,77;3,04;9,02;9,87;11,93;6,95;-17%;72%;-0,69;0,1;92%
Lavoro Limited;LVRO;NSDQ;Consumer Staples;Agriculture - Operations;541,06;116,61;8,91;4,64;4,64;-1,08;-0,19;0,4;;-4,3;-24,42;11,6;-82%;-311%;0,3;-0,04;92%
Enova International;ENVA;NYSE;Finance;Financial - Consumer Loans;2039,91;26,4;86,47;36,14;77,28;6,71;8,68;10,17;21,98;11,52;8,9;7,6;29%;17%;0,3;0,44;139%
Pediatrix Medical Group;MD;NYSE;Medical;Medical Services;905,03;85,87;12,98;6,77;10,54;1,25;1,27;1,38;;8,43;8,3;7,64;2%;9%;5,19;0,88;92%
Opera Limited;OPRA;NSDQ;Computer and Technology;Internet - Content;1213,59;88,45;16,57;10,43;13,72;0,68;0,88;1,14;19,87;20,18;15,59;12,04;29%;30%;0,53;0,41;59%
Kiniksa Pharmaceuticals;KNSA;NSDQ;Medical;Medical - Biomedical and Genetics;1776,11;71,24;27,55;14,37;24,93;-0,27;-0,31;0,31;22,74;-92,33;-80,42;80,42;15%;-200%;-5,43;-0,4;92%
First Majestic Silver;AG;NYSE;Basic Materials;Mining - Silver;1343,96;290,27;8,07;4,21;4,63;-0,01;-0,11;0,23;-8,08;-463;-42,09;20,13;1000%;-309%;-0,04;-0,07;92%
IDEAYA Biosciences;IDYA;NSDQ;Medical;Medical - Biomedical and Genetics;3059,07;84,48;47,13;24,59;36,21;-1,98;-2,51;-3,02;-54,08;-18,29;-14,43;-11,99;27%;20%;-0,54;-0,59;92%
Construction Partners;ROAD;NSDQ;Construction;Building Products - Miscellaneous;3013,22;52,76;65,98;34,43;57,11;0,87;1,43;1,79;20,12;65,64;39,94;31,91;64%;25%;0,62;1,27;92%
BlueLinx;BXC;NYSE;Construction;Building Products - Wood;793,9;8,53;131,25;68,52;93,12;;;;-29,52;;;;;;;;92%
Masimo;MASI;NSDQ;Medical;Medical - Instruments;5933,03;53,2;146,85;76,73;111,53;3,5;3,87;4,25;0,6;31,87;28,82;26,24;11%;10%;2,73;2,67;91%
Armstrong World Industries;AWI;NYSE;Construction;Building Products - Miscellaneous;5296,45;43,7;132,17;69,06;121,2;5,13;6,07;6,7;5,04;23,63;19,97;18,09;18%;10%;1,09;1,74;91%
iRhythm Technologies;IRTC;NSDQ;Medical;Medical Info Systems;2099,06;31,24;123,61;64,64;67,2;-3,39;-2,66;-1,82;19,9;-19,82;-25,26;-36,92;-22%;-32%;1,17;1,17;91%
XPO;XPO;NYSE;Transportation;Transportation - Truck;11837,16;116,39;128,64;67,33;101,7;2,77;3,6;4,6;0,34;36,71;28,25;22,11;30%;28%;0,94;0,8;91%
Concentrix;CNXC;NSDQ;Business Services;Business - Services;4748,11;65,33;104,44;54,67;72,68;11,11;11,81;12,93;12,49;6,54;6,15;5,62;6%;9%;0,98;0,59;91%
Afya;AFYA;NSDQ;Consumer Discretionary;Schools;1513,62;93,72;22,37;14,8;16,15;1,21;1,55;1,95;27,71;13,35;10,42;8,28;28%;26%;0,37;0,32;51%
BridgeBio Pharma;BBIO;NSDQ;Medical;Medical - Generic Drugs;5772,6;188,03;43,89;23;30,7;-3,93;-2,49;-2,95;-88,02;-7,81;-12,33;-10,41;-37%;18%;0,34;-0,56;91%
Embecta Corp,;EMBC;NSDQ;Medical;Medical Services;883,41;57,7;19,33;10,13;15,31;2,83;2,43;2,28;-0,77;5,41;6,3;6,71;-14%;-6%;-0,45;-1,09;91%
Elastic;ESTC;NYSE;Business Services;Technology Services;7206,57;102,75;133,81;70,14;70,14;1,17;1,52;1,91;18,55;59,95;46,14;36,72;30%;26%;1,54;1,43;91%
Farmers National Banc;FMNB;NSDQ;Finance;Banks - Midwest;560,26;37,58;16,09;10,63;14,91;1,59;1,37;1,42;36,99;9,38;10,88;10,5;-14%;4%;-0,79;2,88;51%
Texas Roadhouse;TXRH;NSDQ;Retail-Wholesale;Retail - Restaurants;10788,95;66,68;174,61;91,57;161,81;4,53;6,32;6,96;15,36;35,72;25,6;23,25;40%;10%;0,65;2,3;91%
Tri Pointe Homes;TPH;NYSE;Construction;Building Products - Home Builders;3943,86;93,59;46,59;24,44;42,14;3,21;4,68;5,02;-14,66;13,13;9;8,39;46%;7%;0,2;1,16;91%
Live Oak Bancshares;LOB;NYSE;Finance;Banks - Southeast;1873,02;45,03;46,51;26,99;41,59;1,82;2,32;2,85;17,22;22,85;17,93;14,59;27%;23%;0,65;0,64;72%
Guidewire Software;GWRE;NYSE;Computer and Technology;Business - Software Services;13368,31;82,66;161,72;84,84;161,72;1,24;1,91;2,38;8,3;130,42;84,67;67,95;54%;25%;1,57;2,76;91%
Firstgroup;FGROY;OTC;Transportation;Transportation - Services;1258,08;615,47;2,55;1,78;2,04;;;;3,39;;;;;;;;43%
Bel Fuse;BELFB;NSDQ;Computer and Technology;Electronics - Miscellaneous Products;794,55;12,55;75,05;39,38;63,32;6,3;4,52;4,97;-2,2;10,05;14,01;12,74;-28%;10%;-0,5;1,28;91%
Global Net Lease;GNL;NYSE;Finance;REIT and Equity Trust - Other;2016,61;230,47;11,42;6,57;8,75;1,53;1,31;1,33;35,95;5,72;6,68;6,58;-14%;2%;-0,46;4,31;74%
Axcelis Technologies;ACLS;NSDQ;Computer and Technology;Electronics - Manufacturing Machinery;3163,25;32,62;180,47;94,79;96,98;7,26;6,05;7,28;22,89;13,36;16,03;13,32;-17%;20%;-0,96;0,66;90%
ATI Inc,;ATI;NYSE;Basic Materials;Steel - Speciality;7235,08;124,46;67,71;35,58;58,13;2,25;2,48;3,17;8,8;25,84;23,44;18,34;10%;28%;2,29;0,66;90%
SiBone;SIBN;NSDQ;Medical;Medical - Instruments;631,67;41,69;22,7;11,93;15,15;-1,14;-0,89;-0,74;30,52;-13,29;-17,02;-20,47;-22%;-17%;0,78;1,21;90%
Alcoa;AA;NYSE;Industrial Products;Metal Products - Distribution;7370,44;258,34;44,54;23,41;28,53;-2,54;0,7;3,01;-15,26;-11,23;40,76;9,48;-128%;330%;-0,32;0,03;90%
First National of Nebraska;FINN;OTC;Finance;Banks - West;3127,63;0,27;13900;11300;11650;;;;;;;;;;;;23%
Rezolve AI Limited;RZLV;NSDQ;Business Services;Technology Services;1601,3;172,18;13,86;7,29;9,3;;;;;;;;;;;;90%
Synovus Financial;SNV;NYSE;Finance;Banks - Southeast;6144,74;143,97;47,62;25,05;42,68;4,26;4,05;4,67;39;10,02;10,54;9,14;-5%;15%;-2,14;0,6;90%
